state,2
county,3
subdivision,5
subminor,5
tract,6
block,1
combined_area,3
metro_area,5
metro_division,5
congress_district,2
upper_district,3
lower_district,3
elementary_district,5
secondary_district,5
unified_district,5
consolidated_area,5
place,5
zipcode,5
principal_city,5
